2017-11-17 14:52:25.595935	+021.6C
2017-11-17 14:52:35.500939	+021.6C
2017-11-17 14:52:45.405885	+021.6C
2017-11-17 14:52:55.310814	+021.6C
2017-11-17 14:53:05.215819	+021.5C
2017-11-17 14:53:15.120797	+021.6C
2017-11-17 14:53:25.026834	+021.6C
2017-11-17 14:53:34.931907	+021.6C
2017-11-17 14:53:44.836877	+021.6C
2017-11-17 14:53:54.742817	+021.6C
2017-11-17 14:54:04.648051	+021.6C
2017-11-17 14:54:14.553883	+021.6C
2017-11-17 14:54:24.459875	+021.6C
2017-11-17 14:54:34.364802	+021.6C
2017-11-17 14:54:44.270815	+021.6C
2017-11-17 14:54:54.176941	+021.6C
2017-11-17 14:55:04.082910	+021.6C
2017-11-17 14:55:13.987863	+021.6C
2017-11-17 14:55:23.893820	+021.6C
2017-11-17 14:55:33.799101	+021.5C
2017-11-17 14:55:43.704798	+021.6C
2017-11-17 14:55:53.610368	+021.6C
2017-11-17 14:56:03.516905	+021.6C
2017-11-17 14:56:13.421738	+021.6C
2017-11-17 14:56:23.326776	+021.6C
2017-11-17 14:56:33.232884	+021.6C
2017-11-17 14:56:43.137840	+021.6C
2017-11-17 14:56:53.043933	+021.6C
2017-11-17 14:57:02.948793	+021.6C
2017-11-17 14:57:12.854906	+021.6C
2017-11-17 14:57:22.759835	+021.6C
2017-11-17 14:57:32.665902	+021.6C
2017-11-17 14:57:42.570853	+021.6C
2017-11-17 14:57:52.476867	+021.6C
2017-11-17 14:58:02.382084	+021.6C
2017-11-17 14:58:12.288902	+021.6C
2017-11-17 14:58:22.193886	+021.6C
2017-11-17 14:58:32.099811	+021.5C
2017-11-17 14:58:42.005906	+021.5C
2017-11-17 14:58:51.910795	+021.6C
2017-11-17 14:59:01.816901	+021.6C
2017-11-17 14:59:11.721830	+021.5C
2017-11-17 14:59:21.627906	+021.6C
2017-11-17 14:59:31.532871	+021.6C
2017-11-17 14:59:41.437912	+021.6C
2017-11-17 14:59:51.342866	+021.6C
2017-11-17 15:00:01.247862	+021.6C
2017-11-17 15:00:11.152771	+021.6C
2017-11-17 15:00:21.057866	+021.6C
2017-11-17 15:00:30.962864	+021.6C
2017-11-17 15:00:40.867795	+021.6C
2017-11-17 15:00:50.772838	+021.6C
2017-11-17 15:01:00.677015	+021.6C
2017-11-17 15:01:10.581828	+021.6C
2017-11-17 15:01:20.486883	+021.6C
2017-11-17 15:01:30.391804	+021.6C
2017-11-17 15:01:40.296864	+021.6C
2017-11-17 15:01:50.201857	+021.6C
2017-11-17 15:02:00.107016	+021.6C
2017-11-17 15:02:10.012939	+021.6C
2017-11-17 15:02:19.917904	+021.6C
2017-11-17 15:02:29.822923	+021.6C
2017-11-17 15:02:39.727906	+021.6C
2017-11-17 15:02:49.632747	+021.6C
2017-11-17 15:02:59.537847	+021.6C
2017-11-17 15:03:09.443905	+021.6C
2017-11-17 15:03:19.348741	+021.6C
2017-11-17 15:03:29.254906	+021.6C
2017-11-17 15:03:39.159839	+021.6C
2017-11-17 15:03:49.064846	+021.6C
2017-11-17 15:03:58.970903	+021.6C
2017-11-17 15:04:08.875863	+021.6C
2017-11-17 15:04:18.781919	+021.6C
2017-11-17 15:04:28.686819	+021.6C
2017-11-17 15:04:38.592859	+021.6C
2017-11-17 15:04:48.497863	+021.6C
2017-11-17 15:04:58.402911	+021.6C
2017-11-17 15:05:08.308793	+021.6C
2017-11-17 15:05:18.213802	+021.6C
2017-11-17 15:05:28.119791	+021.6C
2017-11-17 15:05:38.025820	+021.5C
2017-11-17 15:05:47.930863	+021.6C
2017-11-17 15:05:57.836806	+021.5C
2017-11-17 15:06:07.741902	+021.6C
2017-11-17 15:06:17.647859	+021.6C
2017-11-17 15:06:27.553831	+021.6C
2017-11-17 15:06:37.458868	+021.5C
2017-11-17 15:06:47.364014	+021.5C
2017-11-17 15:06:57.269843	+021.6C
2017-11-17 15:07:07.175912	+021.6C
2017-11-17 15:07:17.080864	+021.6C
2017-11-17 15:07:26.985866	+021.5C
2017-11-17 15:07:36.890828	+021.6C
2017-11-17 15:07:46.795860	+021.6C
2017-11-17 15:07:56.701910	+021.6C
2017-11-17 15:08:06.606860	+021.6C
2017-11-17 15:08:16.513105	+021.5C
2017-11-17 15:08:26.417864	+021.5C
2017-11-17 15:08:36.323056	+021.5C
2017-11-17 15:08:46.228885	+021.5C
2017-11-17 15:08:56.134256	+021.5C
